USER,RETRY_COUNTER,VOICE_CK,EXAMPLE_CK,EXAM_TIMES,EXAM_WORDS,KNOW_WORDS,LAST_IDX,EXAM_BEGIN
Sophine,2,1,1,0,0,0,0,0
